Right now there are comments in the css labeling the parts that draw the highlight and the square because I wasn't sure it would be obvious what the pseudo-elements were for, but I can remove them if you want. ;;;;;
;;;;;
### Additional information;;;;;
;;;;;
<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-04-05T17:27:03Z,2024-04-07T15:34:07Z,[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}, {'id': 6434393529, 'node_id': 'LA_kwDNIULPAAAAAX-FDbk', 'url': 'https://api.github.com/repos/rails/rails/labels/rails%20foundation', 'name': 'rails foundation', 'color': 'e99695', 'default': False, 'description': 'Rails Foundation PRs'}]""";;;;;
"2228287663,UnrecognizedCommandError can be corrected and retried,""### Motivation / Background";;;;;
;;;;;
"This is a follow up to https://github.com/rails/rails/pull/50941. """"Did you mean?"""" style errors were introduced in rails/rails@2530160 for unrecognized commands. With this change, we give the user the option to retry with the corrected command name - instead of needing to retype and rerun the command.";;;;;
;;;;;
### Detail;;;;;
;;;;;
We iterate through all the possible commands returned by `DidYouMean::SpellChecker` and give the user the option to rerun the suggested correction.;;;;;
;;;;;
```;;;;;
 ➜  myapp git:(main) bin/rails vershen;;;;;
"Unrecognized command """"vershen""""";;;;;
;;;;;
Did you mean?  version [Yn] y;;;;;
Rails 7.2.0.alpha;;;;;
```;;;;;
;;;;;
### Additional information;;;;;
;;;;;
<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-04-05T15:19:49Z,2024-04-05T22:31:25Z,[{'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]""";;;;;
"2228096494,Improve accessibility,""### Motivation / Background";;;;;
;;;;;
As requested by @AmandaPerino, this PR aims to improve the accessibility of the guides. It continues on the work in #51341 #51372 #51385 and #51444. It also addresses whatever wasn't addressed from https://github.com/rails/rails/pull/51341#issuecomment-2007717282.;;;;;
;;;;;
### Detail;;;;;
;;;;;
Each commit in the PR has a descriptive title and often a message why the change was made, which I recommend we keep when merging instead of squashing it. Screenshots are listed below. A few of the commits that introduce fixes or features are listed here:;;;;;
;;;;;
* [Add label and accessible content](https://github.com/rails/rails/commit/4f2b25ba54d82bc897fb33f681214f5bf05cb0bd) ;;;;;
  ;;;;;
  Having a select element without a label outside a form isn't directly problematic, but the text Version is the label of the select and should act as such.;;;;;
;;;;;
  Because the select element is set up to browse to a different page which loses the current focus position, users must be instructed about this context change. It would be much better to display this content to everyone, but having this for screenreaders only is better than not having it at all.;;;;;
;;;;;
* [Fix accessible text for voice commands](https://github.com/rails/rails/commit/1863e5590cecac6ecfd0c4c031f1c4c967d0d768) ;;;;;
  ;;;;;
  Using the title attribute means some screenreaders will not be able to show the expanded accessible text at all, but using aria-label loses the hover text currently available.;;;;;
;;;;;
  If the title attribute is still used, the accessible label should start with the same content as the visible label. This is necessary for most voice operated tooling which only match starting text.;;;;;
;;;;;
"  Having """"Return"""" as the start of the accessible label and """"Guides"""" as the start of the visible label means in most cases users that rely on voice commands will not be able to browse here.";;;;;
;;;;;
* [Add landmarks to all guide pages](https://github.com/rails/rails/commit/9669f4be012f34488d52e16d0b6e40a11399e414) ;;;;;
  ;;;;;
  Landmarks such as header, section, footer, article, and the main content landmark help navigating when using assistive tooling.;;;;;
;;;;;
  Since each guide is a self-contained article, a header section with the guide introduction and navigation, a footer section which is not part of the content but a call to action, and the rest can be clearly separated, landmarks here are appropriate.;;;;;
;;;;;
* [Make back-to-top work without JavaScript](https://github.com/rails/rails/commit/b33278c01384a7612d0adf2270456718181b5acb) ;;;;;
;;;;;
  By doing feature detection on animation timeline CSS, the graceful degradation can take care of the visibility of the back-to-top button. In case no JavaScript is available, it should always be shown.;;;;;
;;;;;
* [Enable back-to-top without JavaScript](https://github.com/rails/rails/commit/430f27c959f0df30b6baeea3d688d8fa5448f842) ;;;;;
;;;;;
  And add an accessible label to the button. It would be better to just show the text back to top underneath the arrow, but this change is again better than not having it at all.;;;;;
;;;;;
* [Consistent scrolling behaviour respecting pref](https://github.com/rails/rails/commit/f2ae0318736a286a13d896cad8527bd2d1443c50) ;;;;;
;;;;;
  Use the preference to detect if a user wants reduced motion and if not enable smooth scrolling. This takes care of the back-to-top smooth scrolling, and also adds it to anchor links. If this is unwanted, the change can be reverted and a matchmedia check should be done in JavaScript instead before smooth scrolling;;;;;
;;;;;
* [Add skip links to quickly navigate past navs](https://github.com/rails/rails/commit/653b292ac26b2df59ebeb44fc9415ebc8130243b) ;;;;;
  ;;;;;
  Skip links are a common practice to allow keyboard and other users to skip past large blocks of content that are present on every page, which in this case are the secondary navigation at the top,;;;;;
the version selector, and the chapter navigation.;;;;;
;;;;;
  The skip links only show when focused.;;;;;
;;;;;
* [Wrap tables to make them responsive](https://github.com/rails/rails/commit/e2cfe8fdfccfcb47aec2f358b0badab79c817981);;;;;
;;;;;
* [Make back-to-top link to skip link](https://github.com/rails/rails/commit/ad966a42de9e166ab33026b28fc8dda64f5fbdd1) ;;;;;
;;;;;
  This allow screen readers to announce something, because linking to an empty fragment or the body element doesn't announce anything useful.;;;;;
;;;;;
* [Add branded selectable color](https://github.com/rails/rails/commit/2557614d872629462e354b2bd1536736aa2077be) ;;;;;
;;;;;
  Fixes selecting text in dark mode and brands it for both modes.;;;;;
;;;;;
* [Make more info and guides index accessible](https://github.com/rails/rails/commit/f9eaeb18d8c5712ae0f2edf351ff9829c996bf78) ;;;;;
;;;;;
  * Adds aria-controls, which binds the control to the content.;;;;;
  * Adds aria-expanded, which signals the current expansion state.;;;;;
  * Adds focus handling, which focuses the first link or the button;;;;;
    depending on the expansion state.;;;;;
  * Adds keyboard closing for the more info button.;;;;;
  * Adds outside click tracking to close the expanded content.;;;;;
  * Fixes the more info button to not be focusable.;;;;;
;;;;;
* [Fix dark mode for guide selector](https://github.com/rails/rails/commit/9c4cfd00492a2bd55db9ed5b5a9a616a962c153a);;;;;
;;;;;
* [Add accessible label for guide navigator](https://github.com/rails/rails/commit/93f9819c62890301f398e752b6083c9d2c9f6c40);;;;;
;;;;;
### Additional information;;;;;
;;;;;
Please note that this PR doesn't necessarily make the guides completely accessible and we should continue to improve on this, but this gets us (a big) part of the way there, together with the changes that were already made prior.;;;;;
;;;;;
| Before | After |;;;;;
| ------ | ----- |;;;;;
"| You could not focus the selector pressing """"Version"""" | ![a11y-focusable-label-version](https://github.com/rails/rails/assets/1964376/58f5d1a7-a6ef-47e2-86ac-6e1e0288a18c) |";;;;;
| The element (version selector) was broken if JavaScript was disabled | ![a11y-no-js-desktop](https://github.com/rails/rails/assets/1964376/0a93871b-c55a-4f9b-a524-86f6024f39b7) |;;;;;
| The element (version selector) was broken if JavaScript was disabled | ![a11y-no-js-mobile](https://github.com/rails/rails/assets/1964376/5075e1ac-c888-496e-8fa4-4f9066d6aa43) |;;;;;
| ![a11y-before-table-wrap](https://github.com/rails/rails/assets/1964376/29e41733-60ce-4933-9d4f-36a9fad972e8) | ![a11y-after-table-wrap](https://github.com/rails/rails/assets/1964376/303818b1-d3af-45e3-9ea7-08121c91f04c) |;;;;;
| You could not skip past the secondary top navigation | ![a11y-main-skip-link](https://github.com/rails/rails/assets/1964376/8d2c1af0-7575-4089-8e89-e7cfb42c8975) |;;;;;
| You could not skip past the chapter navigation | ![a11y-chapter-skip-link](https://github.com/rails/rails/assets/1964376/87cccb26-f7ae-4ae9-a382-145d6cbd963e) |;;;;;
| ![a11y-selectable-text-before](https://github.com/rails/rails/assets/1964376/e9e9b56f-08de-45d8-955f-c7884b33a387) | ![a11y-selectable-text](https://github.com/rails/rails/assets/1964376/c938bbde-54ee-480b-b295-6a91bdd8c7e7) |;;;;;
| There was no label indicating what the select does | ![a11y-guide-selector](https://github.com/rails/rails/assets/1964376/cfaf0501-516b-4ad3-bc30-d77701f01164) |;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [X] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [X] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [X] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [X] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-04-05T13:53:30Z,2024-04-07T15:35:24Z,[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}, {'id': 6434393529, 'node_id': 'LA_kwDNIULPAAAAAX-FDbk', 'url': 'https://api.github.com/repos/rails/rails/labels/rails%20foundation', 'name': 'rails foundation', 'color': 'e99695', 'default': False, 'description': 'Rails Foundation PRs'}]""";;;;;
"2226955930,Handle path_params gracefully when a user sends `?path_params=string`,""In some cases it's possible for `path_params` to be passed into `url_for` by an end-user of a rails app. Kaminari currently triggers this.";;;;;
;;;;;
"It's also currently inconvenient to write a test to ensure this doesn't happen. Passing `path_params: """"string""""` in a functional test crashes the test runner. (see [this example in a rails bug report template](https://github.com/rails/rails/compare/main...martinemde:rails:bug-report-path-params) that crashes.)";;;;;
;;;;;
A string value will cause a 500 error in rails internals. A hash `?path_params[inject]=string` can be used to inject a path_param into the url generation. However, I don't believe there is any vulnerability since path_params are lower priority than actual params and get ignored when there are no matches. Also, given that the very similar #39616 did not raise alarm bells, I'm not considering this a vulnerability. Still, it is probably good to scrub this key. A vulnerability once existed for a similar problem: https://github.com/advisories/GHSA-r5jw-62xg-j433;;;;;
;;;;;
### Motivation / Background;;;;;
;;;;;
I was trying to fix a 500 caused by a security scan of rubygems.org. An unknown researcher sent a huge list of params to many pages, snipped here:;;;;;
;;;;;
![image](https://github.com/rails/rails/assets/989/84f481a9-dfc5-40dd-93e9-1ccacd445489);;;;;
;;;;;
This caused at least two 500 errors on rubygems.org, a minor annoyance but enough to potentially page someone on-call.;;;;;
;;;;;
I tracked the actual issue down to kaminari for which I opened https://github.com/kaminari/kaminari/pull/1123.;;;;;
;;;;;
While I think that this should be fixed in kaminari, I also think rails should fix this because it is somewhat difficult to write a test to ensure that this key is handled well. (see bug report template linked at top) ;;;;;
;;;;;
This PR also saves one hash allocation and one merge for every URL generate that doesn't have a `path_params:` key (most of them?), but the `option = option.dup` might negate most of the benefit (it could be reconfigured to save that dup, most likely).;;;;;
;;;;;
### Detail;;;;;
;;;;;
This Pull Request changes `ActionDispatch::Journey::Formatter#generate` to only extract and merge path_params when it is a hash.;;;;;
;;;;;
This PR does not address in any way filtering `path_params`. I believe kaminari should do this. However, this addresses the crash when path_params is not a Hash and makes most url generations slightly more efficient. ;;;;;
;;;;;
### Additional information;;;;;
;;;;;
This is very similar to another fix by my colleague @simi submitted to rails, #39616, which I think also deserves attention for the same reason, if it is still applicable to current rails code.;;;;;
;;;;;
I'm also patching this on rubygems.org in the meantime so we don't get needless 500s.;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [X] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [X] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [X] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-04-05T04:01:48Z,2024-04-05T16:48:09Z,[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}]""";;;;;
"2226911350,Use ActionController::TestCase in bug_report_template/action_controller.rb,""### Motivation / Background";;;;;
;;;;;
This Pull Request has been created because I was trying to submit a bug report and had to spend time getting the bug report template to work more like a functional test in rails.;;;;;
;;;;;
### Detail;;;;;
;;;;;
This Pull Request changes `guides/bug_report_template/action_controller.rb` to draw a route and use `ActionController::TestCase` to make testing easier.;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [X] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [X] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [ ] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-04-05T03:32:15Z,2024-04-05T03:32:49Z,[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]""";;;;;
"2226602219,Should Active Model's `ImmutableString` type observe the `limit` parameter?,""TL";DR: should `attribute :foobar, :string, limit: 30` chop the value to 30 characters?;;;;
;;;;;
`ActiveModel::Type::String` inherits;;;;;
`ActiveModel::Type::ImmutableString` inherits;;;;;
 `ActiveModel::Type::Value`  which accepts three `limit, scale, precision` options [but lets the base type decide what to do with them](https://api.rubyonrails.org/classes/ActiveModel/Type/Value.html#method-c-new).;;;;;
;;;;;
I was wondering whether it would make sense for the string types to interpret `limit` as a max length and chop on `cast` or `serialize`. I've got some custom initializer code at the moment which does:;;;;;
;;;;;
```rb;;;;;
class ActiveModel::Type::String;;;;;
  def cast(value);;;;;
    if @limit;;;;;
      super(value.to_s.first(@limit));;;;;
    else;;;;;
      super;;;;;
    end;;;;;
  end;;;;;
end;;;;;
 ```;;;;;
;;;;;
Which reuses the `ImmutableString#cast` logic and chops the value, not great but works well, well enough to ask the question here.;;;;;
;;;;;
What do people think? Happy to submit a PR if we can agree it's nice to have.;;;;;
;;;;;
"NOTE: `ActiveModel::Type::Integer` interprets `limit` as [the number of bytes to store the integer with](https://api.rubyonrails.org/classes/ActiveModel/Type/Integer.html), which makes the option a bit confusing. However, a `t.string :column_name, limit: 42` will effectively [limit the length of that string column in Active Record](https://api.rubyonrails.org/classes/ActiveRecord/ConnectionAdapters/SchemaStatements.html#method-i-add_column)."",2024-04-04T22:07:58Z,2024-04-06T06:57:37Z,""[{'id': 107190, 'node_id': 'MDU6TGFiZWwxMDcxOTA=', 'url': 'https://api.github.com/repos/rails/rails/labels/activemodel', 'name': 'activemodel', 'color': '00E5FF', 'default': False, 'description': None}]""";;;;;
"2224752118,Update Filter Attributes to perform exact matches instead of Fuzzy matches,""### Motivation / Background";;;;;
;;;;;
This Pull Request has been created because of a bug mentioned in #51254 wherein encrypting one attribute in a model filters out other similar matching attributes in inspect.;;;;;
;;;;;
### Detail;;;;;
;;;;;
This PR makes the following changes:;;;;;
- Updates `filter_attributes` to exact regex matches instead of fuzzy matching;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
",2024-04-04T07:52:45Z,2024-04-06T12:55:46Z,[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}, {'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]""";;;;;
"2224488321,Fix textdecorator specificity on hovering in index [ci skip],""In the guides index section, the text-decorator and color are not showing properly on hovering. And the issue is causing because of the higher specificity. ";;;;;
![Screenshot 2024-04-04 at 10 26 58 AM](https://github.com/rails/rails/assets/22231095/2c36b760-594c-43c9-9991-f6318e279d4c);;;;;
;;;;;
![Screenshot 2024-04-04 at 10 17 39 AM](https://github.com/rails/rails/assets/22231095/03381990-fa57-4ce4-8d20-288477265470);;;;;
;;;;;
### Detail;;;;;
;;;;;
This Pull Request fixes the hovering style issue.;;;;;
![Screenshot 2024-04-04 at 9 06 11 AM](https://github.com/rails/rails/assets/22231095/7b34dec4-9f69-416a-b46b-172408e811df);;;;;
;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.;;;;;
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`;;;;;
* [x] Tests are added or updated if you fix a bug or add a feature.;;;;;
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.;;;;;
;;;;;
cc/ @jathayde ;;;;;
",2024-04-04T04:50:13Z,2024-04-07T15:36:37Z,[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}, {'id': 6434393529, 'node_id': 'LA_kwDNIULPAAAAAX-FDbk', 'url': 'https://api.github.com/repos/rails/rails/labels/rails%20foundation', 'name': 'rails foundation', 'color': 'e99695', 'default': False, 'description': 'Rails Foundation PRs'}]""";;;;;
"2224165865,Add a Date decoder to the pg adapter ,""Fix #51448";;;;;
;;;;;
Add a Date decoder to the pg adapter to type cast dates at the connection level;;;;;
;;;;;
This would type cast columns of type `date` to ruby `Date` when running a raw query through `ActiveRecord::Base.connection.select_all`.;;;;;
;;;;;
Before:;;;;;
;;;;;
```ruby;;;;;
"ActiveRecord::Base.connection.select_value(""""select '2024-01-01'::date"""").class ";;;;;
#=> String;;;;;
```;;;;;
;;;;;
After:;;;;;
```ruby;;;;;
"ActiveRecord::Base.connection.select_value(""""select '2024-01-01'::date"""").class ";;;;;
#=>  Date ;;;;;
```;;;;;
;;;;;
;;;;;
While I don't think we'd want to to set a type cast expectation at this level (not all adapters have dates), this would brings the PG adapter to parity (for dates) with the Mysql2 adapter. ;;;;;
;;;;;
We already convert timestamp, it would makes sense to also convert dates. ;;;;;
;;;;;
I wasn't sure if I should add a test. I am thinking that a test sets an expectation about type casting at the adapter level. ;;;;;
This changes a public API, albeit a pretty low level one, but it seems like we don't test the other types either. I removed timestamps + float/numeric and all tests still pass. ;;;;;
;;;;;
I added a message in the changelog entry to make sure it doesn't burn anyone. ;;;;;
;;;;;
Unsure if we should merge this. Impact radius is large, but after digging into it and running the tests, it looks pretty benign.;;;;;
;;;;;
### Checklist;;;;;
;;;;;
Before submitting the PR make sure the following are checked:;;;;;
;;;;;
